,Country_ID,Country,Total Population,Region,A/V & Photo Adj,Education Adj,Jewellery & Travel Goods Adj,Reading Materials Adj,Recreation - Other Adj,Garden & Pets Adj,Personal Care Adj,Recreational & Cultural Services Adj,Disposable Income Adj,Action Figure Toys Adj,Arts & Crafts Toys Adj,Baby Toys Adj,Construction Toys Adj,Dolls Adj,Dress-Up & Role Play Adj,Games & Puzzles Adj,Model Vehicles Adj,Other Toys & Games Adj,Outdoor Toys & Sports Adj,Plush Toys Adj,Pre-School Toys Adj,Remote Control Toys Adj,Ride-On Toy Vehicles Adj,Educational Toys Adj,Video Games Hardware Adj,Video Games Software Adj,Total Toys,BinIncome
37,38,Guatemala,17111.4,Latin America,17.708954264408522,192.58652126652407,107.96311231109085,20.778545297287188,1.7912035251352898,51.97996657199294,252.78469324543866,67.74431081033697,8.968927147983214,,,,,,,,,,,,,,,,,,,6-9K
38,39,Honduras,10278.3,Latin America,58.49432515320843,155.86685505349095,48.54077684701426,35.34054666051202,4.152041283668109,3.0701142752746615,116.33372862856339,10.709365758352458,5.138799253803681,,,,,,,,,,,,,,,,,,,4-6K
39,40,Hong Kong - China,7413.1,Asia Pacific,84.9755437522535,1308.4601263589946,189.68710681434536,34.652352717783835,16.619685398889594,13.309009314477416,1407.0464813892218,81.04754546978104,52.67134292042327,9.296415027085583,3.9051344973591187,3.1574887241527763,16.4733571741642,1.1294709845991828,2.3824064088104224,4.229800245968599,6.264677121056197,1.4244138125613177,1.5661692802640492,1.1591939052465299,4.392133120273341,3.9577212031198084,0.9579925962491045,2.9608601721780197,28.623172583395085,105.79759285497569,197.67799971145905,40-54K
40,41,Hungary,9730.8,Eastern Europe,157.77488150958445,31.700300185570732,7.683036492710568,122.41528885707831,2.7948450724886493,396.40830503561097,322.06011986466524,498.9401619707091,19.739180772540585,,,,,,,,,,,,,,,,,,,15-20K
41,42,India,1366566.8,Asia Pacific,10.434218096387792,210.2482892871038,17.437947921503124,6.382392369872721,1.2195329755282136,11.456140963289702,54.12910887594245,3.5799914162945448,5.755684260404778,0.020634392597616864,0.03132693171500011,0.22713602564041355,0.04506006307697256,0.2776401366573871,0.004387410593592946,0.4398418546843586,0.2933130649388849,0.009765221565610183,0.03661327258837306,0.055721060781030195,0.105209538288919,0.04736889453240752,0.015975725849423635,0.007532089502156692,0.20378591735546128,3.2475196867119096,5.068831287079518,4-6K
42,43,Indonesia,273753.2,Asia Pacific,92.3393718927067,274.91164834216545,15.702792534193502,28.366644654418675,2.8181828832320583,12.024347231292117,93.42423191687017,35.15911841743371,7.5706523450525225,0.00048038343981772377,0.0002541626029460664,0.0002672123288599387,0.0008193692612039604,0.0002272955201822116,0.0003396766892287356,0.0003414422403817889,0.00037460389682174685,0.00010055965263042795,0.00015429381815813755,0.0003944855380669994,0.00021984950010194324,0.00046180677116385845,0.00012174626646706773,0.00010677746321292005,0.00037590886941313414,0.01893254235584597,0.023972116214502633,6-9K
43,44,Iran,87923.4,Middle East and Africa,0.9445165746043661,106.10219546362327,0.5545272171359701,5.491767576347275,0.1209130565804183,4.762027477929259,4.186374940855193,8.520300656487537,9.64828599367622,,,,,,,,,,,,,,,,,,,9-12K
44,45,Iraq,43533.6,Middle East and Africa,0.433645644476193,85.25997755446939,2.6540647432741933,21.70661168280615,0.5261477659320324,29.599942498152895,77.91077686533346,53.2772762005824,4.55610666162548,,,,,,,,,,,,,,,,,,,4-6K
45,46,Ireland,5006.3,Western Europe,42.24676907097057,469.3336396140862,193.03177995725383,205.89057787188142,5.1684877054910805,303.5425364041308,636.5229810438847,735.3734294788566,33.67486966422308,,,,,,,,,,,,,,,,,,,30-40K
46,47,Israel,9370.8,Middle East and Africa,71.92844015740674,616.8385058127664,236.47350769901672,103.02273075995703,5.531847637110796,108.02100602331106,545.3225026793987,249.8906897677547,28.15586139347184,,,,,,,,,,,,,,,,,,,25-30K
47,48,Italy,59236.2,Western Europe,241.42613244378722,267.1845932048309,295.7228856678855,251.251205625389,82.46646476310094,40.06840411775232,723.9745290886317,689.72463910019,32.70971129140627,2.7573229432903084,2.535048950923028,2.1073825352290214,8.086271570424842,3.685809240520718,2.0595514229474547,5.7228519047474355,1.4799508858884716,1.2379817296405464,2.9711561511373112,1.3111351954829424,2.4140643727990656,1.2829992470820208,1.0888612031156628,1.097301987635939,12.14910251951791,59.14176353873701,111.12855539911968,30-40K
48,49,Japan,125502.0,Asia Pacific,97.8913661986574,477.2160563343587,128.99415036350942,193.19266109462077,24.84285350695507,444.46266449540303,637.6149152637861,548.8529269772097,2.8807719402200265,0.0037690956769067703,0.002058124613047776,0.0019176100812332692,0.00494280529559265,0.0026532449830856874,0.0028020250755951648,0.016746025968011218,0.004190639272350291,0.0027111039079504838,0.0011158506938210833,0.001471269803704836,0.0022730291911170217,0.003173975306868859,0.0013472863932802713,0.004231967075825146,0.021044117529396136,0.12722351021699346,0.20367168108478012,2-4K
49,50,Jordan,11148.3,Middle East and Africa,64.7931373692252,372.8819640662702,94.36416314595053,44.13228922795404,0.5381986491213908,10.584573432720683,135.5363598037369,18.20905429527372,8.153530134639364,,,,,,,,,,,,,,,,,,,6-9K
50,51,Kazakhstan,18879.6,Asia Pacific,49.41961015647113,26.298384193700986,66.68468462488711,22.961589121460626,0.5750427095065853,19.860398422468734,299.8904793245995,134.75968010849482,1.257739288588499,,,,,,,,,,,,,,,,,,,Under 2K
51,52,Kenya,53005.6,Middle East and Africa,12.70519471995962,190.57667453059415,11.964997002250815,3.601287084533089,1.691186761785569,10.071785770484457,87.18509752680794,4.808577753575906,3.937081492193218,,,,,,,,,,,,,,,,,,,2-4K
52,53,Kuwait,4336.0,Middle East and Africa,145.179889298893,431.15774907749073,405.44280442804427,50.7380073800738,9.801660516605168,50.39206642066421,1041.9741697416973,58.92527675276753,19.566997232472325,,,,,,,,,,,,,,,,,,,15-20K
53,54,Laos,7425.1,Asia Pacific,4.021377629509414,41.05378482134853,1.0850032421293778,21.444891737431863,13.173139038590332,25.804911791796165,6.128066419571152,29.537200785399573,5.848687440168597,,,,,,,,,,,,,,,,,,,4-6K
54,55,Latvia,1893.2,Eastern Europe,263.1523346714557,300.76061694485526,104.05662370589478,175.7870272554405,7.817451933234736,393.513627720262,495.24614409465454,630.5725755334882,22.392562856539193,,,,,,,,,,,,,,,,,,,20-25K
55,56,Lebanon,5592.6,Middle East and Africa,22.78952646411849,802.8214985486356,5.741561742227461,12.735781356196144,0.41642583549283657,21.77623928960476,262.5123091520356,46.38194072391574,1.3199891610969987,,,,,,,,,,,,,,,,,,,Under 2K
56,57,Lithuania,2795.7,Eastern Europe,336.6598705154344,125.62149014558072,366.5629359373324,178.55993132310334,12.376149086096506,520.084415352148,127.69610473226741,641.6997531924027,26.738920485030583,,,,,,,,,,,,,,,,,,,25-30K
57,58,Malaysia,33587.2,Asia Pacific,36.606207126524396,312.6190929878049,229.5535948218369,34.87563714748476,2.9531339319740852,73.11379037252287,895.5104176591083,25.344476467225615,14.912769968916729,1.9892250619283538,0.8950582364710367,1.032759503620427,3.17457245617378,1.118357588605183,0.6847846798780487,1.3267703172637193,1.3695693597560974,0.26051591082317077,1.4793582078887195,1.3937601229039633,1.2597805116234757,0.6754805402057926,0.21957769626524393,1.4886623475609757,4.158950433498475,71.80934999047257,94.33653296493904,12-15K
58,59,Mexico,126366.1,Latin America,314.39171221913585,197.2605825854442,116.49285270929049,67.70811238939953,11.368763162163448,118.42223156016965,153.57294512859175,137.9697321488672,17.093809897663146,2.615136863958343,1.363522576885971,1.4642400377182092,3.7585198478824218,3.349015441657376,0.6792833191685415,2.3611050460814753,1.744170631237653,0.7174120721978889,0.8190088124500913,1.7058820092228577,1.4491324185933736,1.0786360448176393,1.180632457533462,0.47449114880965665,5.654406146310225,27.210660537161864,57.62525541168705,15-20K
59,61,Morocco,37076.6,Middle East and Africa,14.975588442279616,246.77388394205119,28.30922350208921,0.17958865120765805,0.7499306314165941,2.949069316351396,103.63712409233725,8.006496241202953,5.632327036064955,,,,,,,,,,,,,,,,,,,4-6K
60,62,Myanmar,53798.1,Asia Pacific,4.738245222570502,135.7878341051741,43.38242559652816,0.26763264415107535,1.5726475756922684,3.0920951411357427,65.70907528488368,3.510422763812623,3.801032970908763,,,,,,,,,,,,,,,,,,,2-4K
61,63,Netherlands,17475.4,Western Europe,426.42800737036055,174.05180997287613,174.45237305011617,277.70465912082125,117.10747679595315,710.4701466060862,70.02700939606532,688.1244492257688,31.93376832576078,4.062854069148631,3.161587145358618,7.37465236847225,14.327282923423784,3.7409730249379116,0.41486890142714894,15.242855671400939,2.9899172551129007,0.9656431326321571,6.258798081875092,3.6980555523764833,4.52779335523078,2.4248371997207494,0.7868203302928687,1.645169781521453,18.790700069812416,65.81394417295168,156.22675303569588,30-40K
62,64,New Zealand,5103.7,Australasia,30.85343313021272,338.4733951185741,349.7985121905023,196.22365473414712,15.609590427859528,91.0450588135405,579.6187079961597,1121.0951531895162,25.301656967820733,,,,,,,,,,,,,,,,,,,25-30K
63,65,Nigeria,213401.3,Middle East and Africa,16.36187231786705,95.49291985204165,1.2395747712304708,4.689523108125384,2.137943127460242,1.2483633375653342,56.43083169613633,6.084098464372822,3.4846544498376244,,,,,,,,,,,,,,,,,,,2-4K
64,66,North Macedonia,1855.4,Eastern Europe,205.76050514019263,130.01614679470012,42.18113969922289,75.83603835669415,4.947942422730421,86.62094149259504,273.21476792733165,91.98283305681161,13.648100445731545,,,,,,,,,,,,,,,,,,,12-15K
65,67,Norway,5391.4,Western Europe,397.80088728413835,123.44763058863293,113.25650315523076,345.38888408013315,147.09125232365952,469.0941265856872,760.2780285200436,1096.8909332970616,29.346393914038682,,,,,,,,,,,,,,,,,,,25-30K
66,68,Oman,4527.4,Middle East and Africa,41.52493704996245,434.1343817643681,58.3116137297345,71.34337588903122,1.5461412731368995,20.099836550779695,449.3749171710032,66.042320095419,0.1444537703759332,,,,,,,,,,,,,,,,,,,Under 2K
67,69,Pakistan,231402.1,Asia Pacific,6.971866531699219,184.0133548425408,8.615345810214478,14.457813240777593,0.4409776984203077,8.019375104236968,52.178723473340824,1.1957550938740549,4.03923100598596,,,,,,,,,,,,,,,,,,,4-6K
68,70,Panama,4351.3,Latin America,185.5077792843518,177.51016937466963,157.28632822374922,120.42378139866246,8.870912141199183,100.42975662445706,1691.5404591731206,256.47507641394526,15.367775147657023,,,,,,,,,,,,,,,,,,,15-20K
69,71,Paraguay,6703.8,Latin America,102.39241304087021,202.64774128641503,6.745725731210557,10.646081679965167,6.955262803231328,1.0189935851812018,232.204271130342,11.904832841331498,0.9914195642490161,,,,,,,,,,,,,,,,,,,Under 2K
70,72,Peru,33461.7,Latin America,128.57905259477334,377.2042286208443,46.99323956076728,51.95885382235119,1.7553454279149943,91.33301340747309,431.13863249468403,219.68556981799932,0.08783962434349532,,,,,,,,,,,,,,,,,,,Under 2K
