Country_ID,Geography,Category,Data Type,Unit,Current Constant,Value
99,United Kingdom,Model Vehicles,Retail Value RSP,GBP million,Current Prices,108.7
99,United Kingdom,Outdoor and Sports,Retail Value RSP,GBP million,Current Prices,180.2
99,United Kingdom,Plush,Retail Value RSP,GBP million,Current Prices,179.5
99,United Kingdom,Pre-School,Retail Value RSP,GBP million,Current Prices,159.4
99,United Kingdom,Remote Control Toys,Retail Value RSP,GBP million,Current Prices,184.6
99,United Kingdom,Ride-On Vehicles,Retail Value RSP,GBP million,Current Prices,39.7
99,United Kingdom,Scientific/Educational,Retail Value RSP,GBP million,Current Prices,86.2
99,United Kingdom,Other Traditional Toys and Games,Retail Value RSP,GBP million,Current Prices,107.6
99,United Kingdom,Video Games Hardware,Retail Value RSP,GBP million,Current Prices,1298.8
99,United Kingdom,Video Games Software,Retail Value RSP,GBP million,Current Prices,4217.9
101,USA,Action Figures and Accessories,Retail Value RSP,USD million,Current Prices,2211
101,USA,Arts and Crafts,Retail Value RSP,USD million,Current Prices,2003.5
101,USA,Baby and Infant,Retail Value RSP,USD million,Current Prices,1160.5
101,USA,Construction,Retail Value RSP,USD million,Current Prices,3084.2
101,USA,Dolls and Accessories,Retail Value RSP,USD million,Current Prices,5884.5
101,USA,Dress-Up and Role Play,Retail Value RSP,USD million,Current Prices,852.7
101,USA,Games and Puzzles,Retail Value RSP,USD million,Current Prices,4136.7
101,USA,Model Vehicles,Retail Value RSP,USD million,Current Prices,1130.8
101,USA,Outdoor and Sports,Retail Value RSP,USD million,Current Prices,2711.4
101,USA,Plush,Retail Value RSP,USD million,Current Prices,1720.5
101,USA,Pre-School,Retail Value RSP,USD million,Current Prices,2236.3
101,USA,Remote Control Toys,Retail Value RSP,USD million,Current Prices,608.9
101,USA,Ride-On Vehicles,Retail Value RSP,USD million,Current Prices,762.3
101,USA,Scientific/Educational,Retail Value RSP,USD million,Current Prices,715.3
101,USA,Other Traditional Toys and Games,Retail Value RSP,USD million,Current Prices,643
101,USA,Video Games Hardware,Retail Value RSP,USD million,Current Prices,8354
101,USA,Video Games Software,Retail Value RSP,USD million,Current Prices,40290.6
