Country_ID,Geography,Category,Data Type,Unit,Current Constant,2021
26,Dominican Republic,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,DOP million,Current Prices,32.8
26,Dominican Republic,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,DOP million,Current Prices,14164.4
26,Dominican Republic,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,DOP million,Current Prices,12918
26,Dominican Republic,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,DOP million,Current Prices,8121
26,Dominican Republic,Consumer Expenditure on Education,Socio-economic indicators,DOP million,Current Prices,96388.5
26,Dominican Republic,Consumer Expenditure on Personal Care,Socio-economic indicators,DOP million,Current Prices,35162.5
26,Dominican Republic,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,DOP million,Current Prices,475.5
26,Dominican Republic,Disposable Income,Socio-economic indicators,DOP million,Current Prices,4127210.1
26,Dominican Republic,Total Population,Socio-economic indicators,0,-,11117.9
27,Ecuador,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,USD million,Current Prices,946.3
27,Ecuador,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,USD million,Current Prices,21
27,Ecuador,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,USD million,Current Prices,430.8
27,Ecuador,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,USD million,Current Prices,576.9
27,Ecuador,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,USD million,Current Prices,899.4
27,Ecuador,Consumer Expenditure on Education,Socio-economic indicators,USD million,Current Prices,2873.4
27,Ecuador,Consumer Expenditure on Personal Care,Socio-economic indicators,USD million,Current Prices,3599.9
27,Ecuador,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,USD million,Current Prices,306.2
27,Ecuador,Disposable Income,Socio-economic indicators,USD million,Current Prices,73273.9
27,Ecuador,Total Population,Socio-economic indicators,0,-,17664.4
28,Egypt,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,EGP million,Current Prices,5335.5
28,Egypt,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,EGP million,Current Prices,110.6
28,Egypt,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,EGP million,Current Prices,4266.2
28,Egypt,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,EGP million,Current Prices,3784.8
28,Egypt,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,EGP million,Current Prices,43827.6
28,Egypt,Consumer Expenditure on Education,Socio-economic indicators,EGP million,Current Prices,2611.6
28,Egypt,Consumer Expenditure on Personal Care,Socio-economic indicators,EGP million,Current Prices,141332.3
28,Egypt,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,EGP million,Current Prices,21809.5
28,Egypt,Disposable Income,Socio-economic indicators,EGP million,Current Prices,5693593.5
28,Egypt,Total Population,Socio-economic indicators,0,-,101463.7
29,El Salvador,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,USD million,Current Prices,386.4
29,El Salvador,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,USD million,Current Prices,11.3
29,El Salvador,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,USD million,Current Prices,544
29,El Salvador,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,USD million,Current Prices,201.4
29,El Salvador,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,USD million,Current Prices,227.1
29,El Salvador,Consumer Expenditure on Education,Socio-economic indicators,USD million,Current Prices,774.7
29,El Salvador,Consumer Expenditure on Personal Care,Socio-economic indicators,USD million,Current Prices,1249.1
29,El Salvador,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,USD million,Current Prices,159
29,El Salvador,Disposable Income,Socio-economic indicators,USD million,Current Prices,3347.7
29,El Salvador,Total Population,Socio-economic indicators,0,-,6314.2
30,Estonia,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,EUR million,Current Prices,241.8
30,Estonia,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,EUR million,Current Prices,12.8
30,Estonia,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,EUR million,Current Prices,330.1
30,Estonia,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,EUR million,Current Prices,460.8
30,Estonia,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,EUR million,Current Prices,172
30,Estonia,Consumer Expenditure on Education,Socio-economic indicators,EUR million,Current Prices,77.2
30,Estonia,Consumer Expenditure on Personal Care,Socio-economic indicators,EUR million,Current Prices,426.1
30,Estonia,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,EUR million,Current Prices,138.9
30,Estonia,Disposable Income,Socio-economic indicators,EUR million,Current Prices,16987.7
30,Estonia,Total Population,Socio-economic indicators,0,-,1330.1
31,Ethiopia,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,ETB million,Current Prices,1625.7
31,Ethiopia,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,ETB million,Current Prices,214.7
31,Ethiopia,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,ETB million,Current Prices,1532.4
31,Ethiopia,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,ETB million,Current Prices,2174.1
31,Ethiopia,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,ETB million,Current Prices,549.7
31,Ethiopia,Consumer Expenditure on Education,Socio-economic indicators,ETB million,Current Prices,880.3
31,Ethiopia,Consumer Expenditure on Personal Care,Socio-economic indicators,ETB million,Current Prices,95764.4
31,Ethiopia,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,ETB million,Current Prices,375.1
31,Ethiopia,Disposable Income,Socio-economic indicators,ETB million,Current Prices,3426749.9
31,Ethiopia,Total Population,Socio-economic indicators,0,-,120283.0
32,Finland,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,EUR million,Current Prices,1458.3
32,Finland,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,EUR million,Current Prices,904.6
32,Finland,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,EUR million,Current Prices,2825.5
32,Finland,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,EUR million,Current Prices,4421
32,Finland,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,EUR million,Current Prices,1385.6
32,Finland,Consumer Expenditure on Education,Socio-economic indicators,EUR million,Current Prices,496.4
32,Finland,Consumer Expenditure on Personal Care,Socio-economic indicators,EUR million,Current Prices,2694.7
32,Finland,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,EUR million,Current Prices,611.1
32,Finland,Disposable Income,Socio-economic indicators,EUR million,Current Prices,137212
32,Finland,Total Population,Socio-economic indicators,0,-,5533.8
33,France,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,EUR million,Current Prices,13705.8
33,France,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,EUR million,Current Prices,64.2
33,France,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,EUR million,Current Prices,3045.2
33,France,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,EUR million,Current Prices,32960.1
33,France,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,EUR million,Current Prices,1476.4
33,France,Consumer Expenditure on Education,Socio-economic indicators,EUR million,Current Prices,6112.9
33,France,Consumer Expenditure on Personal Care,Socio-economic indicators,EUR million,Current Prices,30806.3
33,France,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,EUR million,Current Prices,12746.2
33,France,Disposable Income,Socio-economic indicators,EUR million,Current Prices,1554935
33,France,Total Population,Socio-economic indicators,0,-,65235.8
34,Georgia,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,GEL million,Current Prices,439
34,Georgia,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,GEL million,Current Prices,22.3
34,Georgia,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,GEL million,Current Prices,137.3
34,Georgia,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,GEL million,Current Prices,611.2
34,Georgia,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,GEL million,Current Prices,219.9
34,Georgia,Consumer Expenditure on Education,Socio-economic indicators,GEL million,Current Prices,1611.5
34,Georgia,Consumer Expenditure on Personal Care,Socio-economic indicators,GEL million,Current Prices,958.5
34,Georgia,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,GEL million,Current Prices,239.4
34,Georgia,Disposable Income,Socio-economic indicators,GEL million,Current Prices,45605
34,Georgia,Total Population,Socio-economic indicators,0,-,3728.6
35,Germany,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,EUR million,Current Prices,28256.6
35,Germany,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,EUR million,Current Prices,4806.6
35,Germany,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,EUR million,Current Prices,38480.5
35,Germany,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,EUR million,Current Prices,45731.7
35,Germany,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,EUR million,Current Prices,23345.9
35,Germany,Consumer Expenditure on Education,Socio-economic indicators,EUR million,Current Prices,15976.8
35,Germany,Consumer Expenditure on Personal Care,Socio-economic indicators,EUR million,Current Prices,35917.3
35,Germany,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,EUR million,Current Prices,1156.3
35,Germany,Disposable Income,Socio-economic indicators,EUR million,Current Prices,2218113.2
35,Germany,Total Population,Socio-economic indicators,0,-,83155.0
36,Ghana,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,GHS million,Current Prices,1415.4
36,Ghana,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,GHS million,Current Prices,192.9
36,Ghana,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,GHS million,Current Prices,381.1
36,Ghana,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,GHS million,Current Prices,1469.7
36,Ghana,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,GHS million,Current Prices,2381.2
36,Ghana,Consumer Expenditure on Education,Socio-economic indicators,GHS million,Current Prices,39575.6
36,Ghana,Consumer Expenditure on Personal Care,Socio-economic indicators,GHS million,Current Prices,5198.6
36,Ghana,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,GHS million,Current Prices,370.8
36,Ghana,Disposable Income,Socio-economic indicators,GHS million,Current Prices,314861.4
36,Ghana,Total Population,Socio-economic indicators,0,-,32833.0
37,Greece,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,EUR million,Current Prices,893.9
37,Greece,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,EUR million,Current Prices,555.2
37,Greece,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,EUR million,Current Prices,797.2
37,Greece,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,EUR million,Current Prices,3591.8
37,Greece,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,EUR million,Current Prices,674.7
37,Greece,Consumer Expenditure on Education,Socio-economic indicators,EUR million,Current Prices,2796.8
37,Greece,Consumer Expenditure on Personal Care,Socio-economic indicators,EUR million,Current Prices,3142.2
37,Greece,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,EUR million,Current Prices,413.2
37,Greece,Disposable Income,Socio-economic indicators,EUR million,Current Prices,129779.2
37,Greece,Total Population,Socio-economic indicators,0,-,10678.6
38,Guatemala,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,GTQ million,Current Prices,1212.1
38,Guatemala,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,GTQ million,Current Prices,122.6
38,Guatemala,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,GTQ million,Current Prices,3557.8
38,Guatemala,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,GTQ million,Current Prices,4636.8
38,Guatemala,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,GTQ million,Current Prices,1422.2
38,Guatemala,Consumer Expenditure on Education,Socio-economic indicators,GTQ million,Current Prices,13181.7
38,Guatemala,Consumer Expenditure on Personal Care,Socio-economic indicators,GTQ million,Current Prices,17302
38,Guatemala,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,GTQ million,Current Prices,7389.6
38,Guatemala,Disposable Income,Socio-economic indicators,GTQ million,Current Prices,613883.6
38,Guatemala,Total Population,Socio-economic indicators,0,-,17111.4
39,Honduras,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,HNL million,Current Prices,6493.2
39,Honduras,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,HNL million,Current Prices,460.9
39,Honduras,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,HNL million,Current Prices,340.8
39,Honduras,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,HNL million,Current Prices,1188.8
39,Honduras,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,HNL million,Current Prices,3923
39,Honduras,Consumer Expenditure on Education,Socio-economic indicators,HNL million,Current Prices,17302.1
39,Honduras,Consumer Expenditure on Personal Care,Socio-economic indicators,HNL million,Current Prices,12913.7
39,Honduras,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,HNL million,Current Prices,5388.3
39,Honduras,Disposable Income,Socio-economic indicators,HNL million,Current Prices,570435.7
39,Honduras,Total Population,Socio-economic indicators,0,-,10278.3
40,Hong Kong - China,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,HKD million,Current Prices,3716.6
40,Hong Kong - China,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,HKD million,Current Prices,726.9
40,Hong Kong - China,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,HKD million,Current Prices,582.1
40,Hong Kong - China,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,HKD million,Current Prices,3544.8
40,Hong Kong - China,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,HKD million,Current Prices,1515.6
40,Hong Kong - China,Consumer Expenditure on Education,Socio-economic indicators,HKD million,Current Prices,57228.5
40,Hong Kong - China,Consumer Expenditure on Personal Care,Socio-economic indicators,HKD million,Current Prices,61540.4
40,Hong Kong - China,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,HKD million,Current Prices,8296.4
40,Hong Kong - China,Disposable Income,Socio-economic indicators,HKD million,Current Prices,2303701.8
40,Hong Kong - China,Total Population,Socio-economic indicators,0,-,7413.1
41,Hungary,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,HuF million,Current Prices,234897.2
41,Hungary,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,HuF million,Current Prices,4161
41,Hungary,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,HuF million,Current Prices,590177.6
41,Hungary,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,HuF million,Current Prices,742828.3
41,Hungary,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,HuF million,Current Prices,182253.4
41,Hungary,Consumer Expenditure on Education,Socio-economic indicators,HuF million,Current Prices,47195.8
41,Hungary,Consumer Expenditure on Personal Care,Socio-economic indicators,HuF million,Current Prices,479487.1
41,Hungary,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,HuF million,Current Prices,11438.6
41,Hungary,Disposable Income,Socio-economic indicators,HuF million,Current Prices,29387937.1
41,Hungary,Total Population,Socio-economic indicators,0,-,9730.8
42,India,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,INR million,Current Prices,330810.1
42,India,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,INR million,Current Prices,38664.5
42,India,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,INR million,Current Prices,363209.5
42,India,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,INR million,Current Prices,113501.3
42,India,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,INR million,Current Prices,202349.6
42,India,Consumer Expenditure on Education,Socio-economic indicators,INR million,Current Prices,6665785.3
42,India,Consumer Expenditure on Personal Care,Socio-economic indicators,INR million,Current Prices,1716128.2
42,India,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,INR million,Current Prices,552858.8
42,India,Disposable Income,Socio-economic indicators,INR million,Current Prices,182480226.9
42,India,Total Population,Socio-economic indicators,0,-,1366566.8
43,Indonesia,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,IDR million,Current Prices,120291363.4
43,Indonesia,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,IDR million,Current Prices,3671273.2
43,Indonesia,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,IDR million,Current Prices,15664229.6
43,Indonesia,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,IDR million,Current Prices,45802112.4
43,Indonesia,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,IDR million,Current Prices,36953493.3
43,Indonesia,Consumer Expenditure on Education,Socio-economic indicators,IDR million,Current Prices,358129975.5
43,Indonesia,Consumer Expenditure on Personal Care,Socio-economic indicators,IDR million,Current Prices,121704620.7
43,Indonesia,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,IDR million,Current Prices,20456174.7
43,Indonesia,Disposable Income,Socio-economic indicators,IDR million,Current Prices,9862359617
43,Indonesia,Total Population,Socio-economic indicators,0,-,273753.2
44,Iran,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,IRR million,Current Prices,3833154.6
44,Iran,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,IRR million,Current Prices,490704.4
44,Iran,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,IRR million,Current Prices,19325852
44,Iran,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,IRR million,Current Prices,34578143.5
44,Iran,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,IRR million,Current Prices,22287374
44,Iran,Consumer Expenditure on Education,Socio-economic indicators,IRR million,Current Prices,430597121.9
44,Iran,Consumer Expenditure on Personal Care,Socio-economic indicators,IRR million,Current Prices,16989667.3
44,Iran,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,IRR million,Current Prices,2250451.3
44,Iran,Disposable Income,Socio-economic indicators,IRR million,Current Prices,39155873844
44,Iran,Total Population,Socio-economic indicators,0,-,87923.4
45,Iraq,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,IQD million,Current Prices,13309.1
45,Iraq,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,IQD million,Current Prices,16148.1
45,Iraq,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,IQD million,Current Prices,908457.4
45,Iraq,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,IQD million,Current Prices,1635142.9
45,Iraq,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,IQD million,Current Prices,666201.7
45,Iraq,Consumer Expenditure on Education,Socio-economic indicators,IQD million,Current Prices,2616730
45,Iraq,Consumer Expenditure on Personal Care,Socio-economic indicators,IQD million,Current Prices,2391174.3
45,Iraq,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,IQD million,Current Prices,81456.4
45,Iraq,Disposable Income,Socio-economic indicators,IQD million,Current Prices,139832326.1
45,Iraq,Total Population,Socio-economic indicators,0,-,43533.6
46,Ireland,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,EUR million,Current Prices,169.2
46,Ireland,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,EUR million,Current Prices,20.7
46,Ireland,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,EUR million,Current Prices,1215.7
46,Ireland,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,EUR million,Current Prices,2945.2
46,Ireland,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,EUR million,Current Prices,824.6
46,Ireland,Consumer Expenditure on Education,Socio-economic indicators,EUR million,Current Prices,1879.7
46,Ireland,Consumer Expenditure on Personal Care,Socio-economic indicators,EUR million,Current Prices,2549.3
46,Ireland,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,EUR million,Current Prices,773.1
46,Ireland,Disposable Income,Socio-economic indicators,EUR million,Current Prices,134869.2
46,Ireland,Total Population,Socio-economic indicators,0,-,5006.3
47,Israel,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,ILS million,Current Prices,2493.9
47,Israel,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,ILS million,Current Prices,191.8
47,Israel,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,ILS million,Current Prices,3745.3
47,Israel,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,ILS million,Current Prices,8664.2
47,Israel,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,ILS million,Current Prices,3572
47,Israel,Consumer Expenditure on Education,Socio-economic indicators,ILS million,Current Prices,21387
47,Israel,Consumer Expenditure on Personal Care,Socio-economic indicators,ILS million,Current Prices,18907.4
47,Israel,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,ILS million,Current Prices,8199
47,Israel,Disposable Income,Socio-economic indicators,ILS million,Current Prices,976218.9
47,Israel,Total Population,Socio-economic indicators,0,-,9370.8
48,Italy,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,EUR million,Current Prices,8580.7
48,Italy,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,EUR million,Current Prices,2931
48,Italy,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,EUR million,Current Prices,1424.1
48,Italy,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,EUR million,Current Prices,24514
48,Italy,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,EUR million,Current Prices,8929.9
48,Italy,Consumer Expenditure on Education,Socio-economic indicators,EUR million,Current Prices,9496.2
48,Italy,Consumer Expenditure on Personal Care,Socio-economic indicators,EUR million,Current Prices,25731.3
48,Italy,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,EUR million,Current Prices,10510.5
48,Italy,Disposable Income,Socio-economic indicators,EUR million,Current Prices,1162559.4
48,Italy,Total Population,Socio-economic indicators,0,-,59236.2
49,Japan,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,JPY million,Current Prices,1184328.2
49,Japan,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,JPY million,Current Prices,300558.6
49,Japan,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,JPY million,Current Prices,5377283.9
49,Japan,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,JPY million,Current Prices,6640238.3
49,Japan,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,JPY million,Current Prices,2337320.7
49,Japan,Consumer Expenditure on Education,Socio-economic indicators,JPY million,Current Prices,5773547.3
49,Japan,Consumer Expenditure on Personal Care,Socio-economic indicators,JPY million,Current Prices,7714115.7
49,Japan,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,JPY million,Current Prices,1560621.9
49,Japan,Disposable Income,Socio-economic indicators,JPY million,Current Prices,34852710.5
49,Japan,Total Population,Socio-economic indicators,0,-,125502.0
50,Jordan,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,JOD million,Current Prices,216.7
50,Jordan,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,JOD million,Current Prices,1.8
50,Jordan,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,JOD million,Current Prices,35.4
50,Jordan,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,JOD million,Current Prices,60.9
50,Jordan,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,JOD million,Current Prices,147.6
50,Jordan,Consumer Expenditure on Education,Socio-economic indicators,JOD million,Current Prices,1247.1
50,Jordan,Consumer Expenditure on Personal Care,Socio-economic indicators,JOD million,Current Prices,453.3
50,Jordan,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,JOD million,Current Prices,315.6
50,Jordan,Disposable Income,Socio-economic indicators,JOD million,Current Prices,27269.4
50,Jordan,Total Population,Socio-economic indicators,0,-,11148.3
51,Kazakhstan,Consumer Expenditure on Audio-Visual & Photographic and Information Processing Equipment,Socio-economic indicators,KZT million,Current Prices,141166.3
51,Kazakhstan,Consumer Expenditure on Other Major Durables For Recreation and Culture,Socio-economic indicators,KZT million,Current Prices,1642.6
51,Kazakhstan,Consumer Expenditure on Other Recreational Items and Equipment & Gardens and Pets,Socio-economic indicators,KZT million,Current Prices,56730.9
51,Kazakhstan,Consumer Expenditure on Recreational and Cultural Services,Socio-economic indicators,KZT million,Current Prices,384938.8
51,Kazakhstan,Consumer Expenditure on Newspapers & Magazines & Books and Stationery,Socio-economic indicators,KZT million,Current Prices,65589.4
51,Kazakhstan,Consumer Expenditure on Education,Socio-economic indicators,KZT million,Current Prices,75120.9
51,Kazakhstan,Consumer Expenditure on Personal Care,Socio-economic indicators,KZT million,Current Prices,856632.2
51,Kazakhstan,Consumer Expenditure on Jewellery & Silverware & Watches and Clocks & Travel Goods,Socio-economic indicators,KZT million,Current Prices,190483.7
